2023-08-15 10:27:00.327355 , 0 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:01.388120 , 1 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:02.355967 , 2 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:03.334885 , 3 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:04.329470 , 4 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:05.330017 , 5 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:06.330463 , 6 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:07.390317 , 7 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:08.332245 , 8 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:09.329111 , 9 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:10.329225 , 10 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:11.334407 , 11 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:12.328129 , 12 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:13.341721 , 13 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:14.332845 , 14 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:15.334130 , 15 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:16.338036 , 16 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:17.326830 , 17 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:18.360489 , 18 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:19.325045 , 19 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:20.326714 , 20 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:21.325307 , 21 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:22.327003 , 22 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:23.327970 , 23 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:24.331013 , 24 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:25.341442 , 25 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:26.327519 , 26 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:27.332169 , 27 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:28.331358 , 28 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:29.368670 , 29 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:30.329291 , 30 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:31.336213 , 31 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:32.333536 , 32 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:33.327804 , 33 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:34.327766 , 34 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:35.333263 , 35 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:36.335249 , 36 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:37.343507 , 37 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:38.332905 , 38 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:39.328356 , 39 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:40.373044 , 40 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:41.328428 , 41 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:42.328818 , 42 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:43.335086 , 43 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:44.336532 , 44 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:45.341588 , 45 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:46.332242 , 46 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:47.331781 , 47 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:48.329561 , 48 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:49.343790 , 49 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:50.341559 , 50 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:51.332977 , 51 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:52.328732 , 52 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:53.353886 , 53 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:54.331087 , 54 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:55.329581 , 55 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:56.330126 , 56 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:57.330512 , 57 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:58.330142 , 58 , -1 , inovis211_hdmi , 0
2023-08-15 10:27:59.336208 , 59 , -1 , inovis211_hdmi , 0
